0.249572 5.42377e-07 -6.85584e-07 
0.367914 5.07342e-07 -2.57778e-08 
0.535326 6.84299e-07 -2.44072e-08 
0.732461 8.69301e-07 -3.08895e-08 
0.931748 1.13835e-06 -4.04183e-08 
1.1325 1.23817e-06 -5.32339e-08 
1.29354 1.38236e-06 -6.92771e-08 
1.46784 1.58376e-06 -9.00447e-08 
1.69356 1.70788e-06 -1.16926e-07 
1.86895 1.77532e-06 -1.5119e-07 
2.13359 1.96484e-06 -1.94371e-07 
2.33429 2.33388e-06 -2.48402e-07 
2.49366 3.05654e-06 -3.16416e-07 
2.78748 2.45214e-06 -2.76877e-07 
3.52668 2.25895e-06 -5.00053e-07 
