0.249998 -1.14595e-06 -9.85964e-06 
0.367534 1.4852e-08 -2.71161e-08 
0.534084 5.95392e-08 -2.62052e-08 
0.73211 2.72348e-08 -3.37e-08 
0.931374 7.90495e-08 -4.43603e-08 
1.13185 3.17257e-08 -5.87565e-08 
1.29329 8.61684e-08 -7.73552e-08 
1.46745 2.60494e-08 -1.00765e-07 
1.69358 2.51662e-07 -1.31291e-07 
1.86851 -8.10547e-09 -1.69976e-07 
2.13347 -1.7264e-07 -2.19656e-07 
2.33357 -2.15156e-08 -2.82141e-07 
2.49397 2.32079e-07 -3.61747e-07 
2.78587 8.43514e-07 -3.19572e-07 
3.52113 2.17184e-07 -5.80388e-07 
