0.224503 0.00896155 0.00521794 
0.348422 -0.0104513 0.00223891 
0.532641 -0.0115319 0.00226661 
0.719854 -0.0461706 0.00318363 
0.920713 -0.0592682 0.00510374 
1.12279 -0.0835008 0.00803742 
1.29099 -0.0924545 0.0121318 
1.4579 -0.0824691 0.0177508 
1.69242 -0.0989144 0.024622 
1.86883 -0.0812371 0.0326136 
2.13176 -0.0304598 0.0416374 
2.33333 -0.07962 0.0544883 
2.50167 0.0107625 0.0636922 
2.62835 -0.12407 0.0772266 
2.89241 -0.0135296 0.0859708 
3.14718 -0.112379 0.097603 
3.34562 -0.00147284 0.101095 
3.49444 -0.0916159 0.10761 
3.64211 -0.100275 0.134055 
3.89123 -0.102618 0.137328 
