0.25 -0 -9999 
0.386954 4.61315e-07 -2.21762e-07 
0.533529 -3.97802e-07 -1.7428e-07 
0.726419 -9.46389e-07 -2.34658e-07 
0.927159 -2.89135e-07 -3.36308e-07 
1.12878 -3.76477e-07 -4.75289e-07 
1.29187 -6.78254e-07 -6.50632e-07 
1.45994 -4.51947e-07 -9.16745e-07 
1.69154 1.47616e-06 -1.26115e-06 
1.86263 -1.06164e-06 -1.71699e-06 
2.13035 -3.48154e-06 -2.36904e-06 
2.32698 -3.62781e-07 -3.24642e-06 
2.49183 6.24564e-06 -4.46566e-06 
2.62633 -1.14297e-07 -5.73833e-06 
2.88067 -1.96371e-05 -7.98053e-06 
3.14186 -1.82831e-06 -8.65746e-06 
3.34032 1.39144e-05 -1.106e-05 
3.49074 -3.14846e-07 -1.31378e-05 
3.64429 -2.50442e-05 -1.27669e-05 
3.87 2.48871e-05 -1.82245e-05 
