0.223766 0.00495191 0.0129686 
0.346397 -0.0383424 0.00575621 
0.529201 -0.0488753 0.00607391 
0.719837 -0.0496987 0.00887951 
0.921563 -0.0327362 0.0140694 
1.1234 -0.0245872 0.0219727 
1.29164 0.0412386 0.0322629 
1.46244 0.0962541 0.0456347 
1.69339 0.0686033 0.0601432 
1.86637 0.109547 0.0804726 
2.13741 0.038288 0.102551 
2.33177 0.0102102 0.120265 
2.50347 0.0115065 0.144109 
2.62866 -0.186219 0.170254 
2.89638 -0.375848 0.204056 
3.14687 0.0590711 0.224905 
3.3435 0.24348 0.229134 
3.49328 0.261914 0.256806 
3.6375 -0.475664 0.293307 
3.90684 -0.0468663 0.269277 
