0.25 0 9.998e+07 
0.393799 0.00112874 0.00213732 
0.531455 -0.00087382 0.00162186 
0.727081 -0.00719067 0.00221038 
0.927554 -0.0080962 0.00313765 
1.12755 -0.00990382 0.00441906 
1.29209 -0.0162132 0.00621555 
1.46109 0.0106213 0.00852621 
1.69279 -0.0133397 0.0116438 
1.86144 -0.0401494 0.0158052 
2.12789 -0.0391393 0.0217245 
2.33164 -0.0254427 0.0313216 
2.4929 0.00523102 0.0406453 
2.62546 0.0107554 0.0581936 
2.85809 0.0520787 0.0787287 
3.10556 0.0021875 0.113461 
3.38333 -0.17875 0.244003 
3.49737 -0.126579 0.166488 
3.63333 -0.067 0.180149 
3.91957 -0.05 0.131809 
