0.25 0 -344.275 
0.387685 -0.0184887 0.00234443 
0.532117 -0.00464751 0.0018108 
0.723003 0.0179798 0.00251705 
0.924868 0.017229 0.00380747 
1.12676 0.0264524 0.00557348 
1.29163 0.00743997 0.00794476 
1.45881 -0.00965664 0.0109512 
1.69176 0.0142616 0.0157685 
1.86566 0.0440803 0.0209501 
2.12826 0.00491974 0.0285316 
2.33175 0.00733766 0.0393436 
2.49328 0.0489303 0.0501935 
2.62701 0.0111 0.0727133 
2.87794 -0.0784328 0.082587 
3.13769 0.149583 0.102788 
3.34302 0.052931 0.136562 
3.48913 -0.0341304 0.133046 
3.63 0.00136364 0.20895 
3.875 -0.0616667 0.221944 
