0.1 0 0
0.3 0.0131722 0.0115353
0.5 0.0327398 0.00616281
0.7 0.0459462 0.00881665
0.9 0.0445018 0.0152072
1.1 0.11489 0.0137104
1.3 0.10383 0.0185213
1.5 0.0933563 0.0239163
1.7 0.110743 0.0397251
1.9 0.127873 0.0365055
2.1 0.175169 0.0390029
2.3 0.140565 0.0714184
2.5 0.177597 0.0826572
2.7 0.160794 0.0750623
2.9 -nan -nan
3.1 -nan -nan
3.3 -nan -nan
3.5 0.109051 0.281635
3.7 0.253335 0.196749
3.9 -nan -nan
4.1 0.451483 0.335942
4.3 0.301984 0.344312
4.5 0.416472 1.1431
4.7 0.873624 0.873623
4.9 0.510219 1.01695
