0.1 0 0
0.3 0.0187249 0.00303901
0.5 0.0390638 0.00267867
0.7 0.0566011 0.00324884
0.9 0.0714148 0.00432226
1.1 0.0896067 0.00541875
1.3 0.10161 0.00681888
1.5 0.116839 0.00896468
1.7 0.112437 0.0114438
1.9 0.105511 0.0172777
2.1 0.142774 0.0179444
2.3 0.15852 0.0204671
2.5 0.173484 0.0250111
2.7 0.107028 0.042703
2.9 0.207803 0.0330022
3.1 0.168949 0.0532011
3.3 0.115007 0.0863912
3.5 0.0830488 0.113345
3.7 0.176936 0.0697429
3.9 -nan -nan
4.1 0.118059 0.0961026
4.3 0.291728 0.123778
4.5 -nan -nan
4.7 0.128765 0.534755
4.9 -nan -nan
