0.1 0.00218412 0.000967564
0.3 0.00400996 0.25126
0.5 0.0251896 0.00439015
0.7 0.0347702 0.0058765
0.9 0.0266772 0.00366376
1.1 0.0953467 0.0111633
1.3 0.078337 0.0122734
1.5 0.0614324 0.0101541
1.7 0.0678826 0.00771518
1.9 0.084096 0.0164475
2.1 0.121916 0.021491
2.3 0.0792956 0.0264007
2.5 0.113044 0.0192423
2.7 0.0556412 0.711157
2.9 -nan -nan
3.1 -nan -nan
3.3 -nan -nan
3.5 -nan -nan
3.7 0.158078 0.0944213
3.9 -nan -nan
4.1 0.367719 0.263418
4.3 0.426969 0.44764
4.5 0.339309 0.822141
4.7 0.805035 0.852126
4.9 0.233771 6.35252
