200 CNTFVTXS 0?5% [0.25, 0.50] -0.00405 0.00003 (-0.00405 0.00000) 0.00202 0.00003 (0.00202 0.00000) 0.00007 0.00003 (0.00007 0.00000)
200 CNTFVTXS 0?5% [0.50, 0.75] -0.00586 0.00004 (-0.00585 0.00000) 0.00278 0.00004 (0.00278 0.00000) 0.00007 0.00004 (0.00006 0.00000)
200 CNTFVTXS 0?5% [0.75, 1.00] -0.00756 0.00005 (-0.00755 0.00000) 0.00390 0.00005 (0.00391 0.00000) 0.00009 0.00005 (0.00007 0.00000)
200 CNTFVTXS 0?5% [1.00, 1.50] -0.00937 0.00006 (-0.00936 0.00000) 0.00511 0.00006 (0.00512 0.00000) 0.00025 0.00006 (0.00024 0.00000)
200 CNTFVTXS 0?5% [1.50, 2.00] -0.01180 0.00010 (-0.01179 0.00000) 0.00646 0.00010 (0.00648 0.00000) 0.00041 0.00010 (0.00040 0.00000)
200 CNTFVTXS 0?5% [2.00, 3.00] -0.01448 0.00015 (-0.01448 0.00000) 0.00744 0.00015 (0.00746 0.00000) 0.00039 0.00015 (0.00039 0.00000)
200 CNTFVTXS 0?5% [3.00, 5.00] -0.01807 0.00034 (-0.01806 0.00000) 0.00781 0.00035 (0.00784 0.00000) -0.00016 0.00035 (-0.00017 0.00000)
