0.1 0.134601 0.0370672
0.3 0.101891 0.0414364
0.5 0.115316 0.0516923
0.7 0.0864348 0.0625515
0.9 0.120087 0.0793964
1.1 0.270452 0.105879
1.3 0.097742 0.1198
1.5 0.198001 0.149134
1.7 0.264085 0.182856
1.9 -0.103336 -0.214829
2.1 0.0892678 0.26506
2.3 0.33018 0.317654
2.5 0.0969642 0.376007
2.7 0.399888 0.46418
2.9 -0.531434 -0.569541
3.1 0.631187 0.650947
3.3 -0.207141 -0.888701
3.5 -0.526102 -1.15679
3.7 1.39163 1.76846
3.9 1.60075 1.97326
4.1 0.0293242 0.0346217
4.3 0.0289801 0.0396177
4.5 0.0942894 0.0537533
4.7 0.183271 0.0754489
4.9 0.0647985 0.0913815
