200 CNTBBCS 0?5% [0.25, 0.50] -0.00144 0.00001 (-0.00144 0.00000) 0.00061 0.00001 (0.00061 0.00000) -0.00000 0.00001 (-0.00000 0.00000)
200 CNTBBCS 0?5% [0.50, 0.75] -0.00192 0.00001 (-0.00192 0.00000) 0.00101 0.00001 (0.00101 0.00000) 0.00002 0.00001 (0.00002 0.00000)
200 CNTBBCS 0?5% [0.75, 1.00] -0.00238 0.00001 (-0.00238 0.00000) 0.00143 0.00001 (0.00143 0.00000) 0.00002 0.00001 (0.00002 0.00000)
200 CNTBBCS 0?5% [1.00, 1.50] -0.00293 0.00001 (-0.00293 0.00000) 0.00179 0.00001 (0.00179 0.00000) 0.00004 0.00001 (0.00004 0.00000)
200 CNTBBCS 0?5% [1.50, 2.00] -0.00362 0.00002 (-0.00362 0.00000) 0.00218 0.00002 (0.00218 0.00000) 0.00009 0.00002 (0.00010 0.00000)
200 CNTBBCS 0?5% [2.00, 3.00] -0.00431 0.00003 (-0.00431 0.00000) 0.00244 0.00003 (0.00244 0.00000) 0.00012 0.00003 (0.00012 0.00000)
200 CNTBBCS 0?5% [3.00, 5.00] -0.00510 0.00008 (-0.00510 0.00000) 0.00227 0.00008 (0.00227 0.00000) -0.00002 0.00008 (-0.00002 0.00000)
