39 CNTBBCS 0?5% [0.25, 0.50] -0.00149 0.00003 (-0.00149 0.00000) 0.00016 0.00003 (0.00016 0.00000) 0.00001 0.00003 (0.00001 0.00000)
39 CNTBBCS 0?5% [0.50, 0.75] -0.00205 0.00004 (-0.00205 0.00000) 0.00039 0.00004 (0.00039 0.00000) -0.00007 0.00004 (-0.00007 0.00000)
39 CNTBBCS 0?5% [0.75, 1.00] -0.00252 0.00005 (-0.00252 0.00000) 0.00048 0.00005 (0.00048 0.00000) 0.00011 0.00005 (0.00011 0.00000)
39 CNTBBCS 0?5% [1.00, 1.50] -0.00314 0.00007 (-0.00314 0.00000) 0.00072 0.00006 (0.00072 0.00000) 0.00013 0.00006 (0.00013 0.00000)
39 CNTBBCS 0?5% [1.50, 2.00] -0.00436 0.00013 (-0.00436 0.00000) 0.00061 0.00013 (0.00061 0.00000) -0.00018 0.00013 (-0.00017 0.00000)
39 CNTBBCS 0?5% [2.00, 3.00] -0.00463 0.00023 (-0.00463 0.00000) 0.00031 0.00023 (0.00031 0.00000) 0.00020 0.00023 (0.00020 0.00000)
39 CNTBBCS 0?5% [3.00, 5.00] -0.00534 0.00071 (-0.00533 0.00001) 0.00047 0.00070 (0.00048 0.00001) 0.00049 0.00070 (0.00049 0.00001)
