39 CNTFVTXS 0?5% [0.25, 0.50] -0.00562 0.00007 (-0.00563 0.00000) 0.00095 0.00007 (0.00095 0.00000) 0.00008 0.00007 (0.00008 0.00000)
39 CNTFVTXS 0?5% [0.50, 0.75] -0.00801 0.00010 (-0.00803 0.00000) 0.00133 0.00010 (0.00134 0.00000) -0.00004 0.00010 (-0.00004 0.00000)
39 CNTFVTXS 0?5% [0.75, 1.00] -0.01043 0.00014 (-0.01044 0.00000) 0.00211 0.00014 (0.00212 0.00000) 0.00000 0.00014 (-0.00000 0.00000)
39 CNTFVTXS 0?5% [1.00, 1.50] -0.01389 0.00017 (-0.01392 0.00000) 0.00228 0.00017 (0.00229 0.00000) 0.00005 0.00017 (0.00007 0.00000)
39 CNTFVTXS 0?5% [1.50, 2.00] -0.01801 0.00035 (-0.01801 0.00000) 0.00333 0.00035 (0.00338 0.00000) -0.00032 0.00035 (-0.00037 0.00000)
39 CNTFVTXS 0?5% [2.00, 3.00] -0.02120 0.00061 (-0.02127 0.00001) 0.00476 0.00061 (0.00476 0.00001) -0.00149 0.00061 (-0.00145 0.00001)
39 CNTFVTXS 0?5% [3.00, 5.00] -0.02208 0.00184 (-0.02210 0.00005) 0.00668 0.00185 (0.00664 0.00006) 0.00045 0.00185 (0.00041 0.00006)
