-0.00160701 8.12486e-05 0.000187544 8.08547e-05 5.05052e-06 8.08682e-05
-0.00251701 0.000117309 0.000391695 0.000116306 7.98886e-05 0.000116199
-0.00385372 0.000294293 0.000508351 0.000291422 0.000201062 0.000291459
-0.00511043 0.000695583 0.000704983 0.000691583 -7.58394e-05 0.000688183
-0.00545035 0.00157478 0.00152765 0.00156281 -0.000133593 0.00155608
-0.00163033 8.39356e-05 0.000112103 8.35316e-05 2.888e-05 8.35388e-05
-0.00275938 0.000120231 0.000390803 0.000119265 -4.06628e-05 0.000119096
-0.00461494 0.000301503 0.000917963 0.000298542 5.08353e-06 0.000298535
-0.00490376 0.00070951 0.000624083 0.000705082 -0.000235328 0.000703016
-0.00741978 0.00158913 -7.83257e-05 0.00158033 -0.00132832 0.00157651
-0.00162081 7.21662e-05 2.34702e-05 7.17982e-05 7.50126e-05 7.18194e-05
-0.00299527 0.000103311 0.000324258 0.000102517 -0.0001182 0.000102373
-0.00435998 0.000259459 0.000664861 0.000256943 -0.000214303 0.000257113
-0.00599442 0.000612262 0.000171732 0.000608853 -0.000852642 0.00060742
-0.00588957 0.00136377 -0.000702174 0.00135617 0.000317977 0.00135532
-0.00193044 9.4265e-05 1.02446e-05 9.38057e-05 4.27636e-05 9.38083e-05
-0.00362528 0.000135061 0.000542568 0.000134055 4.53391e-05 0.000133919
-0.00488229 0.000341829 0.000508208 0.000338877 3.24234e-05 0.000339052
-0.00509159 0.0008081 3.28768e-05 0.000804495 -0.000311863 0.000802082
-0.00840593 0.00179106 0.00195571 0.00178687 -0.000688093 0.00177703
-0.00303569 0.000156722 -0.000154531 0.000156006 5.33975e-05 0.00015598
-0.00502897 0.000227208 0.000629548 0.00022567 0.000178664 0.000225311
-0.00800585 0.000587916 0.000143238 0.000583122 7.66214e-05 0.000583226
-0.0102026 0.00140797 0.00145583 0.00140189 0.000138014 0.00140247
-0.0159899 0.00314982 -0.00209503 0.00313286 0.00414825 0.00313488
-0.00484737 0.000309083 -0.000395146 0.000307944 0.000114738 0.000307569
-0.00881617 0.000459729 0.00114194 0.000456588 0.000504654 0.00045627
-0.0123355 0.00123513 0.00108804 0.00122596 -0.0013993 0.00122756
-0.0131581 0.00301806 -0.0045737 0.00301097 0.0042197 0.0030163
-0.00790388 0.00702353 0.00493652 0.00699083 0.0132031 0.00690895
