0.249702 -1.96953e-07 -1.42719e-06 
0.375965 -1.91164e-07 -4.20163e-08 
0.534353 4.88597e-08 -3.62204e-08 
0.731324 1.48494e-07 -4.65652e-08 
0.930496 1.79279e-07 -6.21416e-08 
1.1312 1.82917e-07 -8.34086e-08 
1.2931 1.86672e-08 -1.10797e-07 
1.46557 2.37677e-07 -1.47139e-07 
1.6929 2.08514e-07 -1.94457e-07 
1.86658 4.19729e-07 -2.5713e-07 
2.13205 -2.14893e-08 -3.36899e-07 
2.33229 9.74275e-07 -4.41367e-07 
2.49405 1.17624e-06 -5.75532e-07 
2.77783 5.07551e-07 -5.27983e-07 
3.50868 1.7694e-06 -1.03375e-06 
