0.1 0.0559165 0.00555669
0.3 0.0705903 0.00781251
0.5 0.0859845 0.010105
0.7 0.111654 0.0118295
0.9 0.122498 0.0157697
1.1 0.152766 0.0190182
1.3 0.11742 0.0317873
1.5 0.175866 0.036202
1.7 0.193799 0.045443
1.9 0.183903 0.0626569
2.1 0.260276 0.0678711
2.3 0.228137 0.119047
2.5 -nan -nan
2.7 0.173285 0.250663
2.9 -nan -nan
3.1 -nan -nan
3.3 0.0686864 0.46893
3.5 -nan -nan
3.7 0.434576 0.317305
3.9 0.999753 0.355614
4.1 0.24076 0.406006
4.3 -nan -nan
4.5 0.00690645 0.0161004
4.7 0.0391766 0.00595088
4.9 0.0618588 0.00760347
