0.1 0.0457484 0.00369313
0.3 0.0545432 0.00468104
0.5 0.0975293 0.00615879
0.7 0.0893576 0.00810632
0.9 0.102861 0.0114673
1.1 0.130986 0.0137539
1.3 0.147991 0.0183345
1.5 0.147659 0.0279686
1.7 0.182439 0.0278533
1.9 0.136737 0.0588784
2.1 0.166782 0.0422779
2.3 -nan -nan
2.5 0.170058 0.130707
2.7 0.169954 0.109602
2.9 0.16618 0.24103
3.1 0.389243 0.149243
3.3 -nan -nan
3.5 -nan -nan
3.7 0.15536 0.346791
3.9 0.102526 0.676305
4.1 0.457205 0.330473
4.3 0.50244 0.378762
4.5 -nan -nan
4.7 0.0161219 0.00576348
4.9 0.0453283 0.00387586
