0.1 -nan 0
0.3 -nan 0
0.6 inf 0
1 inf 0
1.3 -nan 0
1.5 -nan 0
1.7 inf 0
1.9 -nan 0
2.2 inf 0
2.6 -nan 0
3 -nan 0
3.6 -nan 0
4.5 inf 0
