0.1 0.115654 0.0189744
0.3 0.109148 0.0221782
0.5 0.203597 0.0333876
0.7 0.177315 0.0554882
0.9 0.147165 0.0745551
1.1 0.0578082 0.209655
1.3 0.258126 0.0969611
1.5 0.0533548 0.369128
1.7 0.491619 0.145863
1.9 0.107359 0.786609
2.1 0.120427 0.211722
2.3 0.547506 0.273479
2.5 -nan -nan
2.7 0.267383 0.749328
2.9 0.382605 1.07985
3.1 -nan -nan
3.3 -nan -nan
3.5 0.606518 0.700386
3.7 0.174062 0.68748
3.9 -nan -nan
4.1 0.0315101 0.0111312
4.3 0.0445801 0.0119532
4.5 0.0909948 0.0154934
4.7 0.128489 0.022451
4.9 0.146384 0.0280486
