0.1 0.0206845 0.00287968
0.3 0.0446013 0.0026191
0.5 0.0606389 0.00324596
0.7 0.0714521 0.00433041
0.9 0.0809192 0.00602061
1.1 0.107618 0.00769865
1.3 0.117958 0.0103682
1.5 0.118546 0.0137942
1.7 0.125401 0.0172792
1.9 0.121174 0.0243254
2.1 0.112935 0.0304796
2.3 0.0804806 0.0541679
2.5 0.168548 0.0407756
2.7 0.125446 0.0492347
2.9 -nan -nan
3.1 0.13898 0.109628
3.3 0.143091 0.232084
3.5 -nan -nan
3.7 0.1482 0.135342
3.9 -nan -nan
4.1 -nan -nan
4.3 -nan -nan
4.5 -nan -nan
4.7 0.133086 0.336691
4.9 0.0153185 0.00339472
