-0.00813432 0.00183323 0.00225761 0.00182424 0.00100437 0.00182615
-0.00895019 0.00211376 0.000590222 0.00210871 9.05282e-05 0.00210439
-0.0176991 0.00273709 0.00321524 0.00272244 -0.000556103 0.00271515
-0.0222143 0.00367874 0.000970809 0.00365872 0.000888567 0.00365008
-0.037495 0.00501609 0.007761 0.00496055 0.00543602 0.00496255
-0.034422 0.00690378 0.00648194 0.00683866 0.0022285 0.00684111
-0.0325395 0.00958366 -0.00513675 0.0095189 0.000517086 0.00958692
-0.0188754 0.0129817 0.00265706 0.0129675 -0.00330426 0.0129224
-0.0261687 0.0181183 -0.00542989 0.0182713 0.0061503 0.0182877
-0.0456269 0.0245043 -0.00576244 0.0248613 -0.0175242 0.0249083
-0.0361907 0.0333758 0.0316942 0.0323221 0.00809317 0.0329015
-0.0688693 0.0440742 0.0296056 0.0415326 -0.00340963 0.0429316
-0.0118687 0.0756943 -0.043438 0.0722761 0.0873456 0.0724288
-0.0698104 0.0962717 0.113161 0.089556 -0.154517 0.0900941
0.0794198 0.126248 -0.0344681 0.121442 -0.139639 0.12714
0.575033 0.343511 0.395939 0.280012 -0.0135306 0.272291
-0.0649936 0.354201 0.0833862 0.301954 0.0149839 0.31353
0.571971 0.846331 0.638305 1.0874 0.51287 0.916898
0 1.41421 0 1.41421 0 1.41421
0 -nan 0 -nan 0 -nan
0.0449006 6.75058 0.0495385 6.23813 -0.0179617 4.60585
0 -nan 0 -nan 0 -nan
0 -nan 0 -nan 0 -nan
0 1.41421 0 1.41421 0 1.41421
-0.00651906 0.00177079 0.00443508 0.00176161 -0.00147662 0.00175863
-0.0215101 0.00203799 -0.000281809 0.00203118 -0.00606258 0.00202511
-0.0191899 0.00263913 0.00165118 0.00262189 -0.00126841 0.0026262
-0.0316713 0.00356215 -0.000702113 0.00353128 0.00231427 0.0035415
-0.0343141 0.00489241 0.00625235 0.00484311 -0.00667014 0.00486007
-0.0381186 0.0066738 0.00676159 0.0066555 0.00347603 0.00664852
-0.0504788 0.00901946 -0.00218619 0.00895369 -0.00410364 0.00905245
-0.0389104 0.0125835 -0.00303682 0.0125711 -0.0183389 0.0125717
-0.0129627 0.0180144 0.0146835 0.0179424 -0.0441238 0.0179843
-0.0796788 0.0247429 -0.0233947 0.0253965 -0.0285964 0.0249098
-0.0479615 0.0327484 0.0249992 0.0331839 0.0460752 0.0311175
-0.0955774 0.0485829 -0.0131859 0.0482862 0.0534233 0.0479918
-0.0157433 0.0594072 0.0447961 0.0619953 0.0642563 0.0575535
0.0308753 0.0712104 -0.0746757 0.0770755 0.0117104 0.0684077
-0.0411703 0.11043 0.0732163 0.116263 0.11101 0.118401
-0.145061 0.179043 0.0804971 0.142546 0.0116794 0.155568
-0.105964 0.242447 0.0489043 0.251918 0.259067 0.257339
-0.0374801 0.2868 0.00415185 0.302755 -0.0298728 0.330687
-30.5745 262.457 -68.8461 521.835 -44.466 332.434
-0.0378515 11.5923 -0.0427146 5.79092 0.0913852 4.99424
-0.185163 7.55262 0.19907 7.452 -0.49728 1.33346
0 1.41421 0 1.41421 0 1.41421
0 -nan 0 -nan 0 -nan
-0.139068 3.4427 0.00268971 4.8671 0.201846 7.95382
-0.0106105 0.00127111 0.00147354 0.00126644 -0.000163319 0.00126408
-0.0184497 0.00147049 0.00176495 0.00146349 0.000481418 0.00146281
-0.022134 0.00190126 0.00220676 0.00189144 5.42855e-05 0.0018873
-0.0268061 0.00256632 0.00374756 0.0025466 0.0038448 0.00255102
-0.0367576 0.00351433 0.00187464 0.0035024 -0.000204781 0.00349355
-0.0470487 0.004803 0.00222484 0.00479999 -0.00683735 0.00477994
-0.043099 0.00656246 0.00113595 0.00651481 -0.000594543 0.00651259
-0.041894 0.00919595 0.0302106 0.00901427 0.00688433 0.00905708
-0.054176 0.0125373 -0.00896921 0.0125777 0.0142173 0.0125543
-0.0607167 0.0176062 0.00449486 0.0176623 -0.000273984 0.0175652
-0.0507717 0.0231655 -0.0588357 0.0238609 0.00410665 0.0234316
-0.0519479 0.0327657 -0.0612509 0.0340161 -0.0275205 0.0346579
-0.0471492 0.0437713 0.0449642 0.04097 0.0121616 0.0415504
-0.114376 0.0573517 0.00709121 0.0565388 -0.0342755 0.0609363
-0.0235292 0.0661575 0.0326742 0.0594929 0.0586748 0.0639002
-0.180765 0.177543 -0.00802557 0.162932 0.0276269 0.171724
0.560045 0.500883 -0.0509518 0.31524 0.0384416 0.347884
-0.128624 0.302029 -0.0636849 0.2529 -0.443688 0.329834
-0.271139 0.321457 -0.288348 0.31963 -0.130935 0.23225
-0.206619 6.41747 -0.643973 4.85599 -0.150937 8.51162
0.36962 8.29379 -0.289493 10.5994 -0.10416 13.1284
0 1.41421 0 1.41421 0 1.41421
-0.323807 0.616933 -0.344003 0.456766 0.415047 0.782568
0 1.41421 0 1.41421 0 1.41421
-0.0100411 0.00107391 0.00071118 0.00107039 0.000603978 0.00106864
-0.0202522 0.00124061 0.00117386 0.00123542 -9.41841e-05 0.00123365
-0.0272217 0.00161172 0.00311835 0.00159922 0.00185898 0.00160293
-0.0323439 0.00218128 0.00416488 0.00216265 0.00107374 0.00216378
-0.0355152 0.00298285 0.00116368 0.00296789 -0.00215216 0.00296034
-0.0425982 0.00410509 0.00250494 0.00408698 -0.00297693 0.00409521
-0.0464573 0.00564388 -0.00243998 0.00562588 0.00303715 0.00561464
-0.0368703 0.007769 0.00172924 0.00772786 -0.00219775 0.007777
-0.0462529 0.0107773 0.0124167 0.0106831 -0.00143234 0.010788
-0.058132 0.0147784 0.00163235 0.0147288 0.0366414 0.0147512
-0.0385339 0.020458 -0.0199409 0.020463 -0.0281025 0.0203299
-0.0595743 0.0291258 0.0159531 0.028873 0.00450802 0.027914
-0.0697659 0.0380859 -0.0624325 0.0395716 0.0504488 0.0398637
-0.0538015 0.0533441 0.042563 0.0524931 -0.0543657 0.0509084
0.000559627 0.0717137 -0.0199894 0.0828553 -0.180077 0.0695068
-0.0377429 0.103903 0.1723 0.0877834 -0.065181 0.0890617
-0.0191776 0.111367 -0.104337 0.115966 -0.205819 0.112823
-0.24173 0.180625 0.0477804 0.157686 -0.0183058 0.171038
-0.124564 0.32309 0.0765335 0.335231 0.103823 0.349839
-0.0807818 0.410348 0.153742 0.452486 0.0241961 0.437815
0.0083166 0.634832 -0.0337271 3.49938 -0.0571321 0.915915
-0.0349824 3.25252 -0.00281284 4.22363 0.0424131 5.39515
-0.267026 2.70908 0.269131 4.7243 0.310256 3.6882
-0.203492 5.13914 -0.511702 7.17084 -0.281621 7.71046
-0.0140568 0.0012929 0.00242199 0.00128747 -0.00238832 0.00128613
-0.023119 0.00150004 0.0028463 0.00149368 -0.00243891 0.0014899
-0.0333897 0.00196232 0.00191478 0.0019505 0.0015466 0.0019507
-0.0409024 0.00268371 0.00435891 0.00266559 0.00500112 0.00265923
