0.249994 0.506891 0.310821 
0.376552 0.0337862 0.00132359 
0.535989 0.0482748 0.00116395 
0.734028 0.0709505 0.00145307 
0.933597 0.0866316 0.00185562 
1.13418 0.10292 0.00237297 
1.29421 0.117489 0.00301058 
1.47142 0.129026 0.00379951 
1.69444 0.14926 0.00477958 
1.87272 0.144786 0.00598363 
2.13539 0.157908 0.00743645 
2.33599 0.183069 0.00924569 
2.49501 0.16663 0.0114306 
2.63677 0.177841 0.0139019 
2.87593 0.183188 0.0169533 
3.13839 0.160507 0.0204772 
3.33722 0.196662 0.0243715 
3.49717 0.190792 0.0291521 
3.63817 0.202412 0.0344189 
3.87908 0.202624 0.0407802 
