0.249994 0.0153265 0.0319692 
0.375654 0.00561792 0.000123278 
0.535695 0.00897294 0.000109443 
0.733857 0.0123682 0.000137241 
0.93346 0.0154267 0.000175619 
1.13416 0.0184438 0.000225083 
1.29415 0.021022 0.000285537 
1.47142 0.023522 0.000360705 
1.69436 0.0255496 0.000453605 
1.87253 0.0268659 0.000568773 
2.13573 0.0282614 0.000707302 
2.336 0.0304497 0.000877858 
2.49481 0.0311498 0.00108251 
2.6367 0.0317415 0.00132364 
2.87638 0.0305764 0.00160856 
3.13812 0.0338553 0.00194219 
3.3378 0.0295627 0.00232407 
3.49605 0.0357183 0.00277754 
3.63865 0.0312446 0.00328304 
3.87952 0.0339202 0.00387107 
