0.249994 0.00396149 0.0463446 
0.375427 0.00699869 0.000193069 
0.535763 0.00980359 0.000171914 
0.733892 0.0149098 0.000215334 
0.933482 0.0183002 0.000275434 
1.13415 0.0212012 0.000352828 
1.29417 0.0251329 0.000447821 
1.47135 0.0274718 0.000566424 
1.69436 0.0284494 0.000710974 
1.87252 0.0329859 0.000891216 
2.1358 0.0346571 0.00111036 
2.336 0.036021 0.00137469 
2.49508 0.0347613 0.0016901 
2.63656 0.0392793 0.00206563 
2.8767 0.0367761 0.00250639 
3.1377 0.0432768 0.00301884 
3.33889 0.0429453 0.00362262 
3.49541 0.0354291 0.00430853 
3.63971 0.0441784 0.00507844 
3.87906 0.0419493 0.00598566 
