0.238454 -5.8532e-08 -5.21927e-08 
0.344305 1.44703e-08 -1.31957e-08 
0.536505 2.50908e-08 -1.5284e-08 
0.733174 5.56921e-08 -1.8988e-08 
0.93344 1.66379e-08 -2.45081e-08 
1.13454 5.35438e-08 -3.13924e-08 
1.29452 1.42452e-08 -3.9464e-08 
1.47241 -2.53024e-08 -4.92297e-08 
1.69432 -5.20519e-08 -6.17386e-08 
1.87278 6.69495e-08 -7.74311e-08 
2.13602 5.76534e-08 -9.59422e-08 
2.33634 1.0064e-07 -1.18464e-07 
2.49474 2.95353e-07 -1.45402e-07 
2.80423 3.98701e-08 -1.20974e-07 
3.53689 1.7727e-07 -1.95562e-07 
