0.25 0 -38.6701 
0.401112 0.00115117 0.00039451 
0.535022 0.000380255 0.000278247 
0.731255 -0.00010006 0.000353858 
0.930933 -0.00106877 0.000471751 
1.13247 -0.000957906 0.000627473 
1.2937 -0.00120869 0.000814265 
1.46808 -0.00087284 0.00105148 
1.69356 0.0003578 0.00136772 
1.86872 -0.00060735 0.00177093 
2.13351 0.000157875 0.00228443 
2.3341 -0.00150827 0.00293365 
2.49388 -0.00184097 0.00371659 
2.63493 -0.00353067 0.00467522 
2.87179 -0.0106188 0.00593595 
3.13499 -0.00973127 0.00739158 
3.33589 -0.00518154 0.00924346 
3.49463 -0.00157513 0.0115977 
3.63781 0.00485849 0.0138718 
3.87583 -0.0114589 0.0165812 
