0.25 0 -9999 
0.371788 0.0720024 0.0104765 
0.533491 0.0500829 0.00992678 
0.731833 0.0289729 0.0128339 
0.931268 0.0108725 0.0169761 
1.13196 0.0159588 0.0225037 
1.29328 0.00430765 0.0295686 
1.46704 -0.0386894 0.038616 
1.69364 0.0361687 0.050353 
1.86822 0.013925 0.0653905 
2.13326 0.0689056 0.0842028 
2.33417 0.0169446 0.108346 
2.49386 -0.228817 0.138105 
2.63502 -0.201594 0.174728 
2.87205 0.00849713 0.219847 
3.1355 0.605405 0.274646 
3.33661 -0.245531 0.335841 
3.49466 -0.178442 0.415808 
3.63725 -0.0471429 0.503819 
3.87846 -0.761297 0.591912 
