0.25 0 9.998e+07 
0.383154 0.000318292 0.00022616 
0.534216 0.000166144 0.000190606 
0.731566 2.64566e-05 0.000244455 
0.93111 -0.00080328 0.000324543 
1.13221 -0.0011299 0.000430975 
1.29348 0.000184303 0.000563167 
1.46754 0.000439006 0.000731889 
1.6936 0.000230789 0.000953352 
1.86846 -0.000343097 0.00123602 
2.13339 -0.000894007 0.00159202 
2.33411 -0.00242321 0.00204381 
2.49387 -0.00598646 0.00259709 
2.63497 -0.00285971 0.00326693 
2.87198 -0.00697925 0.00413647 
3.13527 0.00381695 0.00519148 
3.3362 -0.00500495 0.00641329 
3.49462 -0.000307877 0.00794591 
3.63749 -0.0254678 0.00969124 
3.87746 -0.00520811 0.0114121 
